"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","Status","Status.Desc","Crm.Cd.1","Crm.Cd.2","Crm.Cd.3","Crm.Cd.4","LOCATION","Cross.Street","LAT","LON"
210515541,"11/01/2021 12:00:00 AM","10/25/2021 12:00:00 AM",800,5,"Harbor",529,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",0,"X","X",108,"PARKING LOT",NA,"","IC","Invest Cont",740,NA,NA,NA,"700 N  HENRY FORD                   AV","",33.7803,-118.2417
200807630,"03/16/2020 12:00:00 AM","03/15/2020 12:00:00 AM",1500,8,"West LA",857,1,330,"BURGLARY FROM VEHICLE","0385 1822 0344 1202",60,"F","W",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"1500 S  OAKHURST                     DR","",34.0525,-118.391
200808587,"04/22/2020 12:00:00 AM","04/22/2020 12:00:00 AM",224,8,"West LA",835,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0346",34,"M","W",101,"STREET",NA,"","IC","Invest Cont",331,NA,NA,NA,"2000    MIDVALE                      AV","",34.0462,-118.4351
212015824,"10/14/2021 12:00:00 AM","10/08/2021 12:00:00 AM",800,20,"Olympic",2025,1,330,"BURGLARY FROM VEHICLE","0321 0344 0358 1307 1609 1822",26,"M","F",104,"DRIVEWAY",NA,"","IC","Invest Cont",330,NA,NA,NA,"300 S  ALEXANDRIA                   AV","",34.0672,-118.2979
221304956,"01/22/2022 12:00:00 AM","01/21/2022 12:00:00 AM",2300,13,"Newton",1362,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"5000    WALL                         ST","",33.9974,-118.2718
211810124,"05/08/2021 12:00:00 AM","05/07/2021 12:00:00 AM",1100,18,"Southeast",1863,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"IMPERIAL                     HY","AVALON",33.931,-118.2652
200905847,"02/11/2020 12:00:00 AM","02/10/2020 12:00:00 AM",1650,9,"Van Nuys",906,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 2004",55,"F","H",108,"PARKING LOT",NA,"","AA","Adult Arrest",440,NA,NA,NA,"VAN NUYS                     BL","VALERIO                      ST",34.2048,-118.4488
200909598,"05/12/2020 12:00:00 AM","05/10/2020 12:00:00 AM",2320,9,"Van Nuys",946,2,624,"BATTERY - SIMPLE ASSAULT","0400 2004",56,"M","O",401,"MINI-MART",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"13700    OXNARD                       ST","",34.1794,-118.4312
201305531,"01/28/2020 12:00:00 AM","01/28/2020 12:00:00 AM",1630,13,"Newton",1361,1,210,"ROBBERY","0216 0325 0302 0334 0432 0104 1822",0,"X","X",402,"MARKET",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",210,NA,NA,NA,"4800 S  MAIN                         ST","",33.9998,-118.2774
210815224,"10/08/2021 12:00:00 AM","10/01/2021 12:00:00 AM",1630,8,"West LA",826,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1822 2032",45,"M","W",104,"DRIVEWAY",NA,"","IC","Invest Cont",341,NA,NA,NA,"500 S  WESTGATE                     AV","",34.0571,-118.474
211710133,"06/29/2021 12:00:00 AM","06/29/2021 12:00:00 AM",1345,17,"Devonshire",1791,2,624,"BATTERY - SIMPLE ASSAULT","0444 1202 0913 0602 0561 2003",73,"M","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"21000    PARTHENIA                    ST","",34.2282,-118.5907
202017423,"11/20/2020 12:00:00 AM","11/20/2020 12:00:00 AM",1,20,"Olympic",2088,2,624,"BATTERY - SIMPLE ASSAULT","1822 2004 1218 0446 0416 0417 0429",40,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"NEW ENGLAND","WASHINGTON",34.04,-118.2877
201506897,"02/27/2020 12:00:00 AM","02/24/2020 12:00:00 AM",830,15,"N Hollywood",1526,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0416 1813 2000",31,"F","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"11400    CALVERT                      ST","",34.1813,-118.379
210308730,"04/06/2021 12:00:00 AM","11/21/2020 12:00:00 AM",1200,3,"Southwest",331,2,354,"THEFT OF IDENTITY","1822 0100 0922",53,"M","K",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"4800 W  ADAMS                        BL","",34.0325,-118.3447
221809418,"04/19/2022 12:00:00 AM","04/19/2022 12:00:00 AM",400,18,"Southeast",1861,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1813 2000 0913 0416 1243",35,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"500 W  IMPERIAL                     HY","",33.931,-118.2826
211412678,"05/30/2021 12:00:00 AM","05/30/2021 12:00:00 AM",1430,14,"Pacific",1493,1,480,"BIKE - STOLEN","0344",38,"M","B",710,"OTHER PREMISE",NA,"","IC","Invest Cont",480,NA,NA,NA,"12000    VISTA DEL MAR","",33.93,-118.4346
200104132,"01/02/2020 12:00:00 AM","01/02/2020 12:00:00 AM",1915,1,"Central",182,1,330,"BURGLARY FROM VEHICLE","1609 0344 1307 1822",31,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"1200 S  GRAND                        AV","",34.0402,-118.2633
211222446,"10/28/2021 12:00:00 AM","10/24/2021 12:00:00 AM",2000,12,"77th Street",1267,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1814 0913 0408 1309",20,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",236,NA,NA,NA,"8300 S  BROADWAY","",33.9622,-118.285
210212338,"07/23/2021 12:00:00 AM","07/23/2021 12:00:00 AM",1710,2,"Rampart",271,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307 1822 2004",43,"M","O",122,"VEHICLE, PASSENGER/TRUCK",312,"PIPE/METAL PIPE","AO","Adult Other",740,NA,NA,NA,"OLYMPIC","HOOVER",34.0524,-118.2842
210610420,"05/30/2021 12:00:00 AM","05/27/2021 12:00:00 AM",901,6,"Hollywood",639,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1822 2006",0,"X","X",405,"CLOTHING STORE",NA,"","IC","Invest Cont",440,NA,NA,NA,"5400    HOLLYWOOD                    BL","",34.1036,-118.3049
201614737,"11/13/2020 12:00:00 AM","10/23/2020 12:00:00 AM",1200,16,"Foothill",1676,2,664,"BUNCO, PETTY THEFT","0701",20,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",664,NA,NA,NA,"10700    NEW HAVEN                    ST","",34.2265,-118.366
201321705,"12/25/2020 12:00:00 AM","12/23/2020 12:00:00 AM",2100,13,"Newton",1313,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"16TH                         ST","SAN PEDRO                    ST",34.0301,-118.2564
201506825,"02/26/2020 12:00:00 AM","02/26/2020 12:00:00 AM",700,15,"N Hollywood",1547,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0416 1813 2000 1218",35,"M","W",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"11600    BURBANK                      BL","",34.1722,-118.3844
210610279,"05/26/2021 12:00:00 AM","05/25/2021 12:00:00 AM",1000,6,"Hollywood",659,2,860,"BATTERY WITH SEXUAL CONTACT","0522 1822",29,"F","B",406,"OTHER STORE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",860,NA,NA,NA,"5200 W  SUNSET                       BL","",34.0981,-118.3038
201407039,"02/21/2020 12:00:00 AM","02/21/2020 12:00:00 AM",1430,14,"Pacific",1401,1,310,"BURGLARY","0321 0344 1609",71,"F","W",501,"SINGLE FAMILY DWELLING",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",310,NA,NA,NA,"2500    AMHERST                      AV","",34.0266,-118.4492
211416490,"08/12/2021 12:00:00 AM","07/20/2021 12:00:00 AM",1,14,"Pacific",1412,1,310,"BURGLARY","1300 0344 1609",68,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",310,NA,NA,NA,"800 S  MAIN                         ST","",33.9927,-118.4745
200115072,"07/20/2020 12:00:00 AM","07/15/2020 12:00:00 AM",700,1,"Central",155,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",0,"M","W",726,"POLICE FACILITY",NA,"","IC","Invest Cont",745,NA,NA,NA,"200 E  6TH                          ST","",34.0448,-118.2474
200312681,"06/14/2020 12:00:00 AM","06/14/2020 12:00:00 AM",1430,3,"Southwest",391,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300 1822",52,"F","B",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"4500    DON RICARDO                  DR","",34.0106,-118.3518
201815712,"08/16/2020 12:00:00 AM","08/16/2020 12:00:00 AM",2110,18,"Southeast",1823,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2000 0913 1814 0421 0432 2001 0334 2004",46,"F","H",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"10000 S  SAN PEDRO                    ST","",33.9447,-118.2695
212015674,"10/13/2021 12:00:00 AM","10/13/2021 12:00:00 AM",1210,20,"Olympic",2025,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 2000 0444 0429 0408 0451",24,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"3800 W  4TH                          ST","",34.0672,-118.3003
200316478,"08/29/2020 12:00:00 AM","08/29/2020 12:00:00 AM",1105,3,"Southwest",393,2,624,"BATTERY - SIMPLE ASSAULT","1822 0447 0400 1309 1236 0329",20,"F","H",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"4200    CRENSHAW                     BL","",34.0078,-118.335
220511311,"07/13/2022 12:00:00 AM","07/13/2022 12:00:00 AM",1300,5,"Harbor",521,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 1814 0401",19,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"2200 S  BLUE BUTTERFLY               WY","",33.7801,-118.3004
201810417,"05/01/2020 12:00:00 AM","05/01/2020 12:00:00 AM",1455,18,"Southeast",1841,2,625,"OTHER ASSAULT","2004 1822 0356 0446 1402",33,"M","H",301,"GAS STATION",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",625,998,NA,NA,"FIGUEROA                     ST","111TH                        ST",33.9348,-118.2826
201221044,"09/19/2020 12:00:00 AM","09/19/2020 12:00:00 AM",2000,12,"77th Street",1269,2,625,"OTHER ASSAULT","0913 1202 0356",67,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",625,NA,NA,NA,"600 E  80TH                         ST","",33.9665,-118.2652
200917609,"11/23/2020 12:00:00 AM","11/23/2020 12:00:00 AM",815,9,"Van Nuys",952,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1402",44,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AA","Adult Arrest",740,998,NA,NA,"14500    BURBANK                      BL","",34.1721,-118.4494
220212613,"06/30/2022 12:00:00 AM","06/27/2022 12:00:00 AM",732,2,"Rampart",291,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 2032 1822",29,"F","H",124,"BUS STOP",NA,"","IC","Invest Cont",341,NA,NA,NA,"1300 S  ALVARADO                     ST","",34.0473,-118.2827
210816559,"11/13/2021 12:00:00 AM","11/13/2021 12:00:00 AM",1740,8,"West LA",858,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0432 1309 1822",56,"F","O",108,"PARKING LOT",307,"VEHICLE","AO","Adult Other",230,NA,NA,NA,"1500 S  ROBERTSON                    BL","",34.0521,-118.3864
220913766,"09/13/2022 12:00:00 AM","09/12/2022 12:00:00 AM",1700,9,"Van Nuys",971,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1020 0913 0334 1218",23,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN","IC","Invest Cont",230,NA,NA,NA,"14900    MOORPARK                     ST","",34.1533,-118.4574
200710064,"06/05/2020 12:00:00 AM","05/30/2020 12:00:00 AM",2145,7,"Wilshire",702,1,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","1822 1212 0447",0,"M","X",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",231,NA,NA,NA,"7500 W  MELROSE                      AV","",34.0837,-118.3532
211608399,"06/04/2021 12:00:00 AM","06/02/2021 12:00:00 AM",1800,16,"Foothill",1657,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"10200    TUJUNGA CANYON               BL","",34.2514,-118.2908
211215244,"07/06/2021 12:00:00 AM","07/06/2021 12:00:00 AM",1800,12,"77th Street",1269,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 0400 0416 0444 0429 1814 2000",52,"X","X",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"8000 S  SAN PEDRO                    ST","",33.9669,-118.2695
200405501,"02/08/2020 12:00:00 AM","02/08/2020 12:00:00 AM",1330,4,"Hollenbeck",422,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0321",37,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",331,NA,NA,NA,"2600 N  BROADWAY","",34.0736,-118.2156
220607603,"03/19/2022 12:00:00 AM","03/16/2022 12:00:00 AM",1248,6,"Hollywood",663,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300 1822 0417 0400",29,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",740,NA,NA,NA,"1000 N  MCCADDEN                     PL","",34.0889,-118.3374
211208066,"03/05/2021 12:00:00 AM","03/05/2021 12:00:00 AM",52,12,"77th Street",1207,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1814 0411 1813 0416 0448 0913",37,"F","H",103,"ALLEY",304,"CLUB/BAT","IC","Invest Cont",236,NA,NA,NA,"VERMONT                      AV","45TH                         ST",34.0026,-118.2915
211423579,"12/26/2021 12:00:00 AM","12/25/2021 12:00:00 AM",2345,14,"Pacific",1453,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","2032",30,"F","A",716,"THEATRE/MOVIE",NA,"","IC","Invest Cont",341,NA,NA,NA,"13400    MAXELLA                      AV","",33.9906,-118.4391
210809270,"05/12/2021 12:00:00 AM","05/12/2021 12:00:00 AM",1130,8,"West LA",834,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",88,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",740,NA,NA,NA,"10700    WILSHIRE                     BL","",34.0605,-118.4374
200914741,"09/15/2020 12:00:00 AM","09/15/2020 12:00:00 AM",2015,9,"Van Nuys",909,1,210,"ROBBERY","0330 1278 0334 1822 1420 0432 0916 1402",48,"M","H",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,998,NA,NA,"WOODMAN","SHERMAN                      WY",34.2012,-118.4312
211509136,"05/09/2021 12:00:00 AM","05/09/2021 12:00:00 AM",1540,15,"N Hollywood",1566,1,330,"BURGLARY FROM VEHICLE","1300 0344",53,"F","W",507,"CONDOMINIUM/TOWNHOUSE",NA,"","IC","Invest Cont",330,NA,NA,NA,"WHIPPLE","DENNY                        AV",34.1481,-118.3653
212117936,"12/24/2021 12:00:00 AM","12/24/2021 12:00:00 AM",1020,21,"Topanga",2138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0447 0416 0558",27,"F","O",501,"SINGLE FAMILY DWELLING",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",230,NA,NA,NA,"20600    COVELLO                      ST","",34.2074,-118.5824
211219255,"09/08/2021 12:00:00 AM","09/08/2021 12:00:00 AM",1,12,"77th Street",1245,1,648,"ARSON","1300 0361 0913 0329",58,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",648,NA,NA,NA,"1200 W  64TH                         ST","",33.9814,-118.2981
200704996,"01/21/2020 12:00:00 AM","01/19/2020 12:00:00 AM",1815,7,"Wilshire",715,2,901,"VIOLATION OF RESTRAINING ORDER","2038 1813 1501",35,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",901,NA,NA,NA,"7200    ROSEWOOD                     AV","",34.0803,-118.3462
211204754,"01/11/2021 12:00:00 AM","01/11/2021 12:00:00 AM",2245,12,"77th Street",1258,2,901,"VIOLATION OF RESTRAINING ORDER","2038 2000 0913 1813 0444 0422",33,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",901,NA,NA,NA,"7600 S  SAN PEDRO                    ST","",33.9713,-118.2739
201706427,"02/25/2020 12:00:00 AM","02/25/2020 12:00:00 AM",420,17,"Devonshire",1715,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 1606 0216",35,"M","O",104,"DRIVEWAY",NA,"","IC","Invest Cont",331,NA,NA,NA,"17300    SIGNATURE                    DR","",34.288,-118.5119
200313942,"07/10/2020 12:00:00 AM","07/09/2020 12:00:00 AM",1700,3,"Southwest",334,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"3200 W  36TH                         ST","",34.0231,-118.3305
220120723,"09/17/2022 12:00:00 AM","09/16/2022 12:00:00 AM",1800,1,"Central",192,1,330,"BURGLARY FROM VEHICLE","1414 1307 1822 0329 1609 0344",25,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"1300 S  HILL                         ST","",34.0363,-118.2672
211016101,"12/25/2021 12:00:00 AM","12/24/2021 12:00:00 AM",2205,10,"West Valley",1034,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0361 0329 0913",33,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",740,NA,NA,NA,"6100    RESEDA                       BL","",34.1807,-118.536
211008111,"05/16/2021 12:00:00 AM","05/16/2021 12:00:00 AM",138,10,"West Valley",1012,2,438,"RECKLESS DRIVING","1822 1300 1309",0,"M","W",101,"STREET",NA,"","IC","Invest Cont",438,NA,NA,NA,"COHASSET                     ST","CAPPS                        AV",34.2066,-118.5393
221513837,"08/21/2022 12:00:00 AM","08/21/2022 12:00:00 AM",900,15,"N Hollywood",1516,2,624,"BATTERY - SIMPLE ASSAULT","0400 0913 1414 0416",19,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6700    TUJUNGA                      AV","",34.1946,-118.3835
210808976,"05/04/2021 12:00:00 AM","05/03/2021 12:00:00 AM",2200,8,"West LA",881,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0358 0385",30,"M","O",101,"STREET",NA,"","IC","Invest Cont",331,NA,NA,NA,"TENNESSEE                    AV","CARMELINA                    AV",34.0296,-118.4533
200810547,"06/12/2020 12:00:00 AM","06/12/2020 12:00:00 AM",1630,8,"West LA",854,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1822 2004",0,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",745,NA,NA,NA,"1500    PONTIUS                      AV","",34.0501,-118.4472
221013704,"09/06/2022 12:00:00 AM","07/01/2021 12:00:00 AM",2145,10,"West Valley",1063,2,354,"THEFT OF IDENTITY","1822",55,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"5200    VANALDEN                     AV","",34.1645,-118.5501
201226487,"12/15/2020 12:00:00 AM","12/14/2020 12:00:00 AM",1530,12,"77th Street",1215,2,946,"OTHER MISCELLANEOUS CRIME","0603",45,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",946,NA,NA,NA,"1500 W  55TH                         ST","",33.9924,-118.3028
210707767,"04/16/2021 12:00:00 AM","03/13/2021 12:00:00 AM",1800,7,"Wilshire",775,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1309 0421 0603",60,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","AO","Adult Other",930,NA,NA,NA,"4700 W  17TH                         ST","",34.0445,-118.3397
210119989,"11/06/2021 12:00:00 AM","11/06/2021 12:00:00 AM",1700,1,"Central",124,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",49,"M","B",727,"SHOPPING MALL (COMMON AREA)",NA,"","IC","Invest Cont",745,NA,NA,NA,"100 N  LOS ANGELES                  ST","",34.0525,-118.2432
200804866,"01/19/2020 12:00:00 AM","01/19/2020 12:00:00 AM",2145,8,"West LA",858,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1251 1309 1822",16,"M","W",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"1700 S  CANFIELD                     AV","",34.0496,-118.3895
221310475,"04/29/2022 12:00:00 AM","04/29/2022 12:00:00 AM",1420,13,"Newton",1373,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1310 0432 1309 0919 1822",30,"M","H",101,"STREET",307,"VEHICLE","AA","Adult Arrest",230,NA,NA,NA,"1000 E  53RD                         ST","",33.9943,-118.2582
220318556,"10/15/2022 12:00:00 AM","10/09/2022 12:00:00 AM",2015,3,"Southwest",391,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",42,"M","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",740,NA,NA,NA,"4000    DON FELIPE                   DR","",34.0071,-118.3448
212114561,"09/27/2021 12:00:00 AM","09/27/2021 12:00:00 AM",1125,21,"Topanga",2156,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",50,"M","X",102,"SIDEWALK",NA,"","IC","Invest Cont",740,NA,NA,NA,"OWENSMOUTH                   AV","ERWIN                        ST",34.1829,-118.6015
210209314,"04/20/2021 12:00:00 AM","04/19/2021 12:00:00 AM",1830,2,"Rampart",235,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1300 1307 0329 1822",23,"F","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"2500    BEVERLY                      BL","",34.0687,-118.2749
210116469,"09/08/2021 12:00:00 AM","07/09/2021 12:00:00 AM",1200,1,"Central",155,2,845,"SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","1501",0,"X","X",726,"POLICE FACILITY",NA,"","IC","Invest Cont",845,NA,NA,NA,"200 E  6TH                          ST","",34.0448,-118.2474
210412085,"08/23/2021 12:00:00 AM","08/20/2021 12:00:00 AM",1800,4,"Hollenbeck",473,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",0,"M","W",702,"OFFICE BUILDING/OFFICE",NA,"","IC","Invest Cont",745,NA,NA,NA,"900 S  SOTO                         ST","",34.0376,-118.2166
210714563,"10/21/2021 12:00:00 AM","10/18/2021 12:00:00 AM",2000,7,"Wilshire",783,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"2300 S  CURSON                       AV","",34.0348,-118.3651
201100816,"12/24/2020 12:00:00 AM","12/21/2020 12:00:00 AM",500,11,"Northeast",1158,1,330,"BURGLARY FROM VEHICLE","0344 1300 0329 1822 1402",20,"F","H",101,"STREET",NA,"","IC","Invest Cont",330,998,NA,NA,"ISABEL","LOCUST",34.0891,-118.2206
222109167,"05/12/2022 12:00:00 AM","05/12/2022 12:00:00 AM",2100,21,"Topanga",2155,1,330,"BURGLARY FROM VEHICLE","0344 1307 1609",49,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"6300    TOPANGA CANYON               BL","",34.1828,-118.6102
211224392,"12/01/2021 12:00:00 AM","12/01/2021 12:00:00 AM",1550,12,"77th Street",1267,1,210,"ROBBERY","0906 0344 1822 0448 0336",17,"F","B",202,"LIQUOR STORE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",210,NA,NA,NA,"FIGUEROA                     ST","MANCHESTER                   AV",33.9601,-118.2827
200911502,"06/24/2020 12:00:00 AM","06/18/2020 12:00:00 AM",1200,9,"Van Nuys",969,2,900,"VIOLATION OF COURT ORDER","1501",30,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",900,NA,NA,NA,"12800    LA MAIDA                     ST","",34.1585,-118.412
210207358,"03/22/2021 12:00:00 AM","03/21/2021 12:00:00 AM",2225,2,"Rampart",231,1,330,"BURGLARY FROM VEHICLE","0329 1601 0344 1609 1307",43,"F","F",104,"DRIVEWAY",NA,"","IC","Invest Cont",330,NA,NA,NA,"100 S  RENO                         ST","",34.0699,-118.2823
220119566,"08/31/2022 12:00:00 AM","08/27/2022 12:00:00 AM",1958,1,"Central",153,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 2028 0601 1420 1822",24,"M","H",405,"CLOTHING STORE",NA,"","IC","Invest Cont",442,NA,NA,NA,"600 S  BROADWAY","",34.0466,-118.252
201420811,"11/25/2020 12:00:00 AM","11/24/2020 12:00:00 AM",2000,14,"Pacific",1452,1,815,"SEXUAL PENETRATION W/FOREIGN OBJECT","0500 0515 2034 1822 1218",29,"F","W",117,"BEACH",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",815,NA,NA,NA,"OCEAN FRONT                  WK","WASHINGTON                   BL",33.979,-118.4669
